title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Royal Mountain Travel,5,110,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Aiming Adventure,5,83,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Phoenix Paragliding Adventures,5,192,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
AVIA CLUB NEPAL,4.5,461,"['Parasailing & Paragliding', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
High Himalayan Trekking and Expedition - Day Tours,5,105,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Intrepid Treks and Expedition,5,90,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False,,
iTour Nepal Private Day Tours,5,97,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Prana Treks & Expedition Pvt Ltd,5,95,"['Hiking & Camping Tours', 'Day Trips']",False,False,False,True,False,False,False,False,False,,
Tour Guide In Nepal,5,74,"['Private Tours', 'Self-Guided Tours & Rentals']",False,False,True,False,False,False,False,False,False,,
Alpine Eco Trek & Expedition,5,107,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False,,
My Everest Trip,5,126,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Mountain Treks Nepal,5,82,"['River Rafting & Tubing', 'Sightseeing Tours']",False,False,False,True,False,False,False,False,False,,
Hikers Haven,5,70,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Hidden Treks and Expedition P Ltd,5,115,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Nepal Planet Treks and Expedition P Ltd,5,87,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
GAP Year Nepal,5,99,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Karnali Excursions - Day Tours,5,169,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Alliance Adventure,5,81,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Kailash Journeys Pvt Ltd,4.5,251,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
Annapurna Foothills Treks & Expedition Pvt Ltd,5,120,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Icicles Adventure Treks & Tours Day Tours,5,174,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Seeing Hands,4.5,405,['Spas'],False,False,False,False,False,True,False,False,False,,
Cook With Delight,5,71,['Cooking Classes'],False,False,False,False,False,False,True,False,False,,
Trekking and Tour for Fair Tourism,5,95,"['Parasailing & Paragliding', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
The Mountain House Treks & Expedition Pvt Ltd,5,118,"['Parasailing & Paragliding', '4WD, ATV & Off-Road Tours']",False,False,False,True,False,False,False,False,False,,
Trek and Adventure Nepal,5,74,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Visit Heaven Treks,5,118,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
Blue Sky Paragliding,5,144,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Manakamana Treks & Expedition Day Tours,5,147,"['Hiking & Camping Tours', 'Day Trips']",False,False,False,True,False,False,False,False,False,,
Langtang Ri Trekking & Expedition,5,197,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,,
Beyond The Limits Trek and Expedition P Ltd,5,113,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Ankit Treks,5,110,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Skylark Himalayan Tours & Travels,5,74,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
3 Sisters Adventure Trekking,5,101,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Joy Adventure,5,106,"['River Rafting & Tubing', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
AGH Trekking,5,94,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False,,
Nepal Tour Guide Team Trek & Expedition,5,104,"['Historical & Heritage Tours', 'Eco Tours']",True,True,False,False,False,False,False,False,False,,
Nepal Tibet Tours & Treks,5,98,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Flyeast Nepal,5,110,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Touch The Himalaya Treks & Expedition,5,138,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Marvel Adventure Pvt Ltd,5,81,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Unique Waymaker Treks & Expedition,5,196,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Luxury Holidays Nepal Pvt Ltd,5,140,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Budget Adventure Treks & Expeditions Private Day Tours,5,193,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
GN Reiki Meditation Center,5,96,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Nepalorama Trekking,5,78,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Remarkable Adventure Trek,5,74,"['River Rafting & Tubing', 'Sightseeing Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Spiritual Trekking Pvt Ltd - Day Tours,5,118,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Rapidrunner Expeditions - Day Tours,5,139,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Himalayan Dream Team,5,82,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Dolma Treks & Adventure,5,62,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Himalayan Holyland Treks and Expedition,5,67,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Fewa Trail Treks and Expedition,5,99,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
AM Travels and Tours,5,71,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
High Pass Adventure Pvt Ltd,5,72,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Thin Air Adventure - Private Day Tours,5,88,"['Private Tours', 'Air Tours']",False,False,True,False,False,False,False,False,False,,
Namche Bazaar,4.5,127,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
Nepal Teahouse Trekking - Day Tours,5,80,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Seeing Hands,5,107,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalayan Healers,5,77,['Spas'],False,False,False,False,False,True,False,False,False,,
North Nepal Travels & Treks,5,72,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Sublime Trails,5,76,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Unique Treks & Expedition - Day Tours,5,86,"['Climbing Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
Adventure White Mountain,5,64,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Royal Tenshi Treks Pvt Ltd,5,84,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Imperial Nepal Private Day Tours,5,217,"['City Tours', 'Hiking & Camping Tours']",True,True,False,False,True,False,False,False,False,,
Bharal Adventure,5,76,"['Parasailing & Paragliding', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,,
Kathmandu Adventure Treks - Day Tour,5,102,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Cloudbase Paragliding Nepal,5,103,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Adventure Club Treks and Expedition Mountain Flight,5,103,"['Hiking & Camping Tours', 'Air Tours']",False,False,False,True,False,False,False,False,False,,
Walk Mountain,5,144,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Sherpa Brothers Treks and Expedition,5,84,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Himalaya Trekking Team Pvt Ltd Private Day Tours,5,81,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Sound Healing Nepal,5,64,['Lessons & Workshops'],False,False,False,False,False,False,False,True,False,,
Swotah Travel and Adventure,5,70,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Life Dream Adventure Pvt Ltd Private Day Tours,5,96,"['Historical & Heritage Tours', 'Private Tours']",True,True,False,False,False,False,False,False,False,,
Nepal Alternative Treks & Expeditions Pvt Ltd,5,163,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False,,
Mount Face Nepal Day Tours,5,81,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False,,
Earth Nepal Travel & Trek Day Tours,5,85,"['City Tours', 'Hiking & Camping Tours']",True,True,False,False,True,False,False,False,False,,
Luxury Holiday Treks (P) Ltd,5,152,['City Tours'],True,True,False,False,True,False,False,False,False,,
Sawar Meditation and Yoga Center,5,65,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Zam Zam Trekking,5,69,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Outdoor Himalayan Treks - Private Day Tours,5,351,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Wonderland Treks (Utsav),5,67,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Snowy Horizon Treks & Expedition,5,179,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
AAA Treks & Expedition,5,63,"['Eco Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Crystal Mountain Treks,5,58,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Trip Nepal Private Day Tours,5,106,"['Walking Tours', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False,,
Transport Hub Nepal,5,62,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Holiday Hiking Team,5,73,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,,
Global Adventure Trekking,5,124,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Adventure Himalaya Nepal,5,66,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Begnas Yoga & Retreat,5,64,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Nepal Spa and Wellness pvtltd,5,127,['Spas'],False,False,False,False,False,True,False,False,False,,
Adventure Leaders Nepal,5,126,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Hiking Trek,5,79,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Real Therapy & Beauty Point,5,144,['Spas'],False,False,False,False,False,True,False,False,False,,
Nepal Mountain Trekkers - Day Tours,5,117,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Royal Tourism Holiday,5,72,['Boat Tours'],False,False,False,False,False,False,False,False,False,,
Life Door Treks & Expedition,5,66,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Spiritual Excursion Private Limited,5,68,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Trek Nepal Himalayas,5,92,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Couch Adventure Nepal (CAN) - Kathmandu Branch,5,70,"['City Tours', 'Walking Tours']",True,True,False,False,True,False,False,False,False,,
GRG's Adventure Kayaking - Day Tours,5,165,"['River Rafting & Tubing', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
Step By Step Treks & Adventures PvtLtd,5,69,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Three Jewels Adventures,5,72,"['Helicopter Tours', 'Walking Tours']",False,False,True,True,False,False,False,False,False,,
Wildlife Adventure Tours,5,64,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False,,
Big Sky Treks and Expeditions,5,191,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Magic Himalaya Treks,5,73,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Adventure Magic Treks & Expedition,5,190,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Nectar Spa,4.5,137,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalaya Heart Treks & Expeditions,5,202,"['Helicopter Tours', 'Eco Tours']",False,False,True,True,False,False,False,False,False,,
Adventure Thirdpole Treks,5,142,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Asian Heritage Treks and Expeditions,5,246,['Eco Tours'],False,False,False,True,False,False,False,False,False,,
Mount Fuji Adventure Pvt Ltd,5,87,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Trekkers,5,167,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Promote Treks and Expedition,5,59,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Responsible Treks,5,65,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True,,
